first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook
Rick,Scott,S001217,sen,Republican,FL,2025-01-03,2031-01-03,,UC-Y9pFmW4PYGZHkC8lcqSkQ,SenRickScott,131546062.0,flsenrickscott,,RickScottSenOffice
Adam,Smith,S000510,rep,Democrat,WA,2025-01-03,2027-01-03,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,RepAdamSmith,58928690.0,repadamsmith,,RepAdamSmith
Brad,Sherman,S000344,rep,Democrat,CA,2025-01-03,2027-01-03,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,BradSherman,30216513.0,congressmansherman,,63158229861
Robert,Scott,S000185,rep,Democrat,VA,2025-01-03,2027-01-03,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,BobbyScott,161791703.0,repbobbyscott,1173348983.0,RepBobbyScott
Charles,Schumer,S000148,sen,Democrat,NY,2023-01-03,2029-01-03,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,SenSchumer,17494010.0,senschumer,,senschumer
Bernard,Sanders,S000033,sen,Independent,VT,2025-01-03,2031-01-03,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,SenSanders,29442313.0,,,senatorsanders
Mike,Rogers,R000575,rep,Republican,AL,2025-01-03,2027-01-03,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,RepMikeRogersAL,33977070.0,repmikerogersal,259435765.0,CongressmanMikeDRogers
Harold,Rogers,R000395,rep,Republican,KY,2025-01-03,2027-01-03,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,RepHalRogers,550401754.0,rephalrogers,,CongressmanHalRogers
John,Reed,R000122,sen,Democrat,RI,2021-01-03,2027-01-03,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,SenJackReed,486694111.0,,,SenJackReed
Mike,Quigley,Q000023,rep,Democrat,IL,2025-01-03,2027-01-03,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,RepMikeQuigley,56864092.0,repmikequigley,1403659583.0,repmikequigley
Rand,Paul,P000603,sen,Republican,KY,2023-01-03,2029-01-03,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,SenRandPaul,1.2986243756928942e+18,senatorrandpaul,541357095.0,SenatorRandPaul
Chellie,Pingree,P000597,rep,Democrat,ME,2025-01-03,2027-01-03,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,ChelliePingree,14984637.0,chelliepingree,,ChelliePingree
Gary,Peters,P000595,sen,Democrat,MI,2021-01-03,2027-01-03,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,SenGaryPeters,236511574.0,sengarypeters,1640246681.0,SenGaryPeters
Nancy,Pelosi,P000197,rep,Democrat,CA,2025-01-03,2027-01-03,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,SpeakerPelosi,15764644.0,,,NancyPelosi
Frank,Pallone,P000034,rep,Democrat,NJ,2025-01-03,2027-01-03,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,FrankPallone,31801993.0,repfrankpallone,,repfrankpallone
Eleanor,Norton,N000147,rep,Democrat,DC,2025-01-03,2027-01-03,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,EleanorNorton,23600262.0,congresswomannorton,,CongresswomanNorton
Richard,Neal,N000015,rep,Democrat,MA,2025-01-03,2027-01-03,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,RepRichardNeal,442824717.0,,,reprichardneal
Jerrold,Nadler,N000002,rep,Democrat,NY,2025-01-03,2027-01-03,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,RepJerryNadler,40302336.0,,,CongressmanNadler
Tom,McClintock,M001177,rep,Republican,CA,2025-01-03,2027-01-03,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,RepMcClintock,50152441.0,repmcclintock,,81125319109
Jeff,Merkley,M001176,sen,Democrat,OR,2021-01-03,2027-01-03,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,SenJeffMerkley,29201047.0,senjeffmerkley,501463589.0,jeffmerkley
Doris,Matsui,M001163,rep,Democrat,CA,2025-01-03,2027-01-03,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,DorisMatsui,38254095.0,repdorismatsui,,doris.matsui
Gwen,Moore,M001160,rep,Democrat,WI,2025-01-03,2027-01-03,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,RepGwenMoore,22669526.0,RepGwenMoore,,GwenSMoore
Michael,McCaul,M001157,rep,Republican,TX,2025-01-03,2027-01-03,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,RepMcCaul,26424123.0,congressman_mccaul,,michaeltmccaul
Lisa,Murkowski,M001153,sen,Republican,AK,2023-01-03,2029-01-03,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,LisaMurkowski,18061669.0,senlisamurkowski,,SenLisaMurkowski
Betty,McCollum,M001143,rep,Democrat,MN,2025-01-03,2027-01-03,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,BettyMcCollum04,516880804.0,repbettymccollum,,repbettymccollum
Gregory,Meeks,M001137,rep,Democrat,NY,2025-01-03,2027-01-03,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,RepGregoryMeeks,22812754.0,repgregorymeeks,,gregorymeeksny05
Patty,Murray,M001111,sen,Democrat,WA,2023-01-03,2029-01-03,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,PattyMurray,293131808.0,senpattymurray,426137845.0,
Jerry,Moran,M000934,sen,Republican,KS,2023-01-03,2029-01-03,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,JerryMoran,18632666.0,senjerrymoran,298271065.0,jerrymoran
Mitch,McConnell,M000355,sen,Republican,KY,2021-01-03,2027-01-03,,,McConnellPress,339822881.0,mcconnellpress,,mitchmcconnell
James,McGovern,M000312,rep,Democrat,MA,2025-01-03,2027-01-03,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,RepMcGovern,242426145.0,repmcgovern,,RepJimMcGovern
Edward,Markey,M000133,sen,Democrat,MA,2021-01-03,2027-01-03,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,SenMarkey,21406834.0,senmarkeymemes,,EdJMarkey
Mike,Lee,L000577,sen,Republican,UT,2023-01-03,2029-01-03,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,SenMikeLee,88784440.0,senmikelee,391361701.0,senatormikelee
James,Lankford,L000575,sen,Republican,OK,2023-01-03,2029-01-03,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,SenatorLankford,225921757.0,senatorlankford,1552251018.0,SenatorLankford
Ben,Luján,L000570,sen,Democrat,NM,2021-01-03,2027-01-03,,,SenatorLujan,19318314.0,senatorlujan,,SenatorLujan
Robert,Latta,L000566,rep,Republican,OH,2025-01-03,2027-01-03,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,BobLatta,15394954.0,boblatta,26367713.0,boblatta
Stephen,Lynch,L000562,rep,Democrat,MA,2025-01-03,2027-01-03,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,RepStephenLynch,310310133.0,repstephenlynch,,repstephenlynch
Rick,Larsen,L000560,rep,Democrat,WA,2025-01-03,2027-01-03,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,RepRickLarsen,404132211.0,repricklarsen,,RepRickLarsen
John,Larson,L000557,rep,Democrat,CT,2025-01-03,2027-01-03,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,RepJohnLarson,50452197.0,RepJohnBLarson,,RepJohnLarson
Frank,Lucas,L000491,rep,Republican,OK,2025-01-03,2027-01-03,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,RepFrankLucas,242772524.0,repfranklucas,,RepFrankLucas
Zoe,Lofgren,L000397,rep,Democrat,CA,2025-01-03,2027-01-03,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,RepZoeLofgren,267938462.0,,,zoelofgren
Mike,Kelly,K000376,rep,Republican,PA,2025-01-03,2027-01-03,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,MikeKellyPA,935368364.0,,,191056827594903
William,Keating,K000375,rep,Democrat,MA,2025-01-03,2027-01-03,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,USRepKeating,232992031.0,,,Congressman.Keating
Marcy,Kaptur,K000009,rep,Democrat,OH,2025-01-03,2027-01-03,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,RepMarcyKaptur,581141508.0,repmarcykaptur,,RepresentativeMarcyKaptur
Ron,Johnson,J000293,sen,Republican,WI,2023-01-03,2029-01-03,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,SenRonJohnson,233737858.0,senronjohnson,,senronjohnson
Jim,Jordan,J000289,rep,Republican,OH,2025-01-03,2027-01-03,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,Jim_Jordan,18166778.0,,,repjimjordan
Henry,Johnson,J000288,rep,Democrat,GA,2025-01-03,2027-01-03,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,RepHankJohnson,24745957.0,rephankjohnson,,115356957005
John,Hoeven,H001061,sen,Republican,ND,2023-01-03,2029-01-03,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,SenJohnHoeven,382791093.0,senjohnhoeven,1237544252.0,SenatorJohnHoeven
Bill,Huizenga,H001058,rep,Republican,MI,2025-01-03,2027-01-03,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,RepHuizenga,233949261.0,RepHuizenga,,RepHuizenga
James,Himes,H001047,rep,Democrat,CT,2025-01-03,2027-01-03,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,jahimes,,repjimhimes,,CongressmanJimHimes
Martin,Heinrich,H001046,sen,Democrat,NM,2025-01-03,2031-01-03,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,MartinHeinrich,1099199839.0,senatormartinheinrich,285288987.0,MartinHeinrich
Mazie,Hirono,H001042,sen,Democrat,HI,2025-01-03,2031-01-03,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,MazieHirono,92186819.0,maziehirono,304094084.0,senatorhirono
Steny,Hoyer,H000874,rep,Democrat,MD,2025-01-03,2027-01-03,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,RepStenyHoyer,22012091.0,repstenyhoyer,51616645.0,WhipHoyer
H.,Griffith,G000568,rep,Republican,VA,2025-01-03,2027-01-03,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,RepMGriffith,234057152.0,hmorgangriffith,,RepMorganGriffith
Paul,Gosar,G000565,rep,Republican,AZ,2025-01-03,2027-01-03,repgosar,UC5orqw_9acsKWSRbrqTDXBw,RepGosar,240760644.0,REPGOSAR,,repgosar
John,Garamendi,G000559,rep,Democrat,CA,2025-01-03,2027-01-03,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,RepGaramendi,88806753.0,repgaramendi,,repgaramendi
Al,Green,G000553,rep,Democrat,TX,2025-01-03,2027-01-03,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,RepAlGreen,156333623.0,repalgreen,,repalgreen
Charles,Grassley,G000386,sen,Republican,IA,2023-01-03,2029-01-03,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,ChuckGrassley,10615232.0,senatorchuckgrassley,,grassley
Lindsey,Graham,G000359,sen,Republican,SC,2021-01-03,2027-01-03,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,GrahamBlog,14845376.0,,,USSenatorLindseyGraham
Charles,Fleischmann,F000459,rep,Republican,TN,2025-01-03,2027-01-03,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,RepChuck,235190657.0,,,repchuck
Virginia,Foxx,F000450,rep,Republican,NC,2025-01-03,2027-01-03,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,VirginiaFoxx,16256269.0,repvirginiafoxx,,RepVirginiaFoxx
Scott,DesJarlais,D000616,rep,Republican,TN,2025-01-03,2027-01-03,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,DesJarlaisTN04,235312723.0,desjarlaistn04,260930821.0,ScottDesJarlaisTN04
Mario,Diaz-Balart,D000600,rep,Republican,FL,2025-01-03,2027-01-03,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,MarioDB,37094727.0,repmariodb,316477657.0,mdiazbalart
Richard,Durbin,D000563,sen,Democrat,IL,2021-01-03,2027-01-03,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,SenatorDurbin,247334603.0,,,SenatorDurbin
Lloyd,Doggett,D000399,rep,Democrat,TX,2025-01-03,2027-01-03,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,RepLloydDoggett,153944899.0,replloyddoggett,,lloyddoggett
Rosa,DeLauro,D000216,rep,Democrat,CT,2025-01-03,2027-01-03,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,RosaDeLauro,140519774.0,,,CongresswomanRosaDeLauro
Diana,DeGette,D000197,rep,Democrat,CO,2025-01-03,2027-01-03,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,RepDianaDeGette,28599820.0,,,DianaDeGette
Christopher,Coons,C001088,sen,Democrat,DE,2021-01-03,2027-01-03,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,ChrisCoons,15324851.0,senatorchriscoons,25194715.0,senatorchriscoons
Eric,Crawford,C001087,rep,Republican,AR,2025-01-03,2027-01-03,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,RepRickCrawford,233693291.0,reprickcrawford,389864684.0,RepRickCrawford
Judy,Chu,C001080,rep,Democrat,CA,2025-01-03,2027-01-03,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,RepJudyChu,193732179.0,repjudychu,,RepJudyChu
André,Carson,C001072,rep,Democrat,IN,2025-01-03,2027-01-03,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,RepAndreCarson,199325935.0,repandrecarson,,CongressmanAndreCarson
Joe,Courtney,C001069,rep,Democrat,CT,2025-01-03,2027-01-03,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,RepJoeCourtney,85396297.0,repjoecourtney,,joecourtney
Steve,Cohen,C001068,rep,Democrat,TN,2025-01-03,2027-01-03,repcohen,UC_NJlnsOBjOameUwZk0rvsA,RepCohen,162069635.0,repcohen,,CongressmanSteveCohen
Yvette,Clarke,C001067,rep,Democrat,NY,2025-01-03,2027-01-03,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,RepYvetteClarke,240812994.0,repyvettedclarke,,repyvettedclarke
Henry,Cuellar,C001063,rep,Democrat,TX,2025-01-03,2027-01-03,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,RepCuellar,210926192.0,RepCuellar,,152569121550
Emanuel,Cleaver,C001061,rep,Democrat,MO,2025-01-03,2027-01-03,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,RepCleaver,163570705.0,repcleaver,,emanuelcleaverii
Jim,Costa,C001059,rep,Democrat,CA,2025-01-03,2027-01-03,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,RepJimCosta,245451804.0,,,RepJimCosta
John,Cornyn,C001056,sen,Republican,TX,2021-01-03,2027-01-03,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,JohnCornyn,13218102.0,,,sen.johncornyn
Tom,Cole,C001053,rep,Republican,OK,2025-01-03,2027-01-03,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,TomColeOK04,23124635.0,TomColeOK04,,TomColeOK04
John,Carter,C001051,rep,Republican,TX,2025-01-03,2027-01-03,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,JudgeCarter,18030431.0,judgecarter,456560563.0,judgecarter
Shelley,Capito,C001047,sen,Republican,WV,2021-01-03,2027-01-03,,UCbiXdR4XQ3vD9Xp5lfR9QXw,SenCapito,193794406.0,sencapito,1640447624.0,senshelley
Susan,Collins,C001035,sen,Republican,ME,2021-01-03,2027-01-03,SenatorSusanCollins,UC6GYaBx5kT2r4PN8KENxC-w,SenatorCollins,19726613.0,sensusancollins,,susancollins
Michael,Crapo,C000880,sen,Republican,ID,2023-01-03,2029-01-03,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,MikeCrapo,600463589.0,mikecrapo,329357214.0,mikecrapo
James,Clyburn,C000537,rep,Democrat,SC,2025-01-03,2027-01-03,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,RepJamesClyburn,188019606.0,repjamesclyburn,,jameseclyburn
Maria,Cantwell,C000127,sen,Democrat,WA,2025-01-03,2031-01-03,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw,SenatorCantwell,117501995.0,,,senatorcantwell
Ken,Calvert,C000059,rep,Republican,CA,2025-01-03,2027-01-03,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,KenCalvert,22545491.0,repkencalvert,,70063393423
Richard,Blumenthal,B001277,sen,Democrat,CT,2023-01-03,2029-01-03,SenatorBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,SenBlumenthal,278124059.0,senblumenthal,,SenBlumenthal
Michael,Bennet,B001267,sen,Democrat,CO,2023-01-03,2029-01-03,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow,SenatorBennet,224285242.0,SenBennetCO,,senbennetco
John,Barrasso,B001261,sen,Republican,WY,2025-01-03,2031-01-03,barrassowyo,UC80PfiCAB2Fe1MFayWlR6GQ,SenJohnBarrasso,202206694.0,,,johnbarrasso
Vern,Buchanan,B001260,rep,Republican,FL,2025-01-03,2027-01-03,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,VernBuchanan,20467163.0,repvern,344865327.0,CongressmanBuchanan
Gus,Bilirakis,B001257,rep,Republican,FL,2025-01-03,2027-01-03,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,RepGusBilirakis,26051676.0,gusbilirakis,,GusBilirakis
Marsha,Blackburn,B001243,sen,Republican,TN,2025-01-03,2031-01-03,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,MarshaBlackburn,278145569.0,marshablackburn,,marshablackburn
John,Boozman,B001236,sen,Republican,AR,2023-01-03,2029-01-03,BoozmanPressOffice,UC9vWHKL5OfIYh6kIV0rF2yw,JohnBoozman,5558312.0,johnboozman,,JohnBoozman
Sanford,Bishop,B000490,rep,Democrat,GA,2025-01-03,2027-01-03,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,SanfordBishop,249410485.0,,,sanfordbishop
Robert,Aderholt,A000055,rep,Republican,AL,2025-01-03,2027-01-03,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,Robert_Aderholt,76452765.0,,,RobertAderholt
Suzan,DelBene,D000617,rep,Democrat,WA,2025-01-03,2027-01-03,,UCd00b7TpKDZIr-Ujhaktvjg,RepDelBene,995193054.0,repdelbene,,RepDelBene
Suzanne,Bonamici,B001278,rep,Democrat,OR,2025-01-03,2027-01-03,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,RepBonamici,558769636.0,RepBonamici,,congresswomanbonamici
Angus,King,K000383,sen,Independent,ME,2025-01-03,2031-01-03,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,SenAngusKing,1068481578.0,,,SenatorAngusSKingJr
Mark,Amodei,A000369,rep,Republican,NV,2025-01-03,2027-01-03,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,MarkAmodeiNV2,402719755.0,MarkAmodeiNV2,,MarkAmodeiNV2
Eric,Swalwell,S001193,rep,Democrat,CA,2025-01-03,2027-01-03,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,RepSwalwell,942156122.0,repswalwell,338799200.0,CongressmanEricSwalwell
Markwayne,Mullin,M001190,sen,Republican,OK,2023-01-03,2027-01-03,,UCLQlm-cbGbJj9baZC6oFsag,SenMullin,1060370282.0,senmullin,,RepMullin
Grace,Meng,M001188,rep,Democrat,NY,2025-01-03,2027-01-03,,UCHg516zJKbIBtXFAJ0nu3XQ,RepGraceMeng,1051127714.0,,,repgracemeng
Mark,Takano,T000472,rep,Democrat,CA,2025-01-03,2027-01-03,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,RepMarkTakano,1037321378.0,repmarktakano,,RepMarkTakano
Hakeem,Jeffries,J000294,rep,Democrat,NY,2025-01-03,2027-01-03,,UCYVmbsjoNbQ4j-PCQIYgpWQ,RepJeffries,467823431.0,repjeffries,,RepHakeemJeffries
David,Joyce,J000295,rep,Republican,OH,2025-01-03,2027-01-03,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,RepDaveJoyce,976969338.0,repdavejoyce,360743678.0,RepDaveJoyce
Randy,Weber,W000814,rep,Republican,TX,2025-01-03,2027-01-03,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,TXRandy14,1058051748.0,TXRandy14,,TXRandy14
Steve,Daines,D000618,sen,Republican,MT,2021-01-03,2027-01-03,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,SteveDaines,11651202.0,stevedaines,371125857.0,SteveDainesMT
Tom,Cotton,C001095,sen,Republican,AR,2021-01-03,2027-01-03,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,SenTomCotton,968650362.0,,,SenatorTomCotton
Ami,Bera,B001287,rep,Democrat,CA,2025-01-03,2027-01-03,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,RepBera,950783972.0,repbera,,RepAmiBera
Bill,Foster,F000454,rep,Democrat,IL,2025-01-03,2027-01-03,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,RepBillFoster,1080509366.0,,,CongressmanBillFoster
Lois,Frankel,F000462,rep,Democrat,FL,2025-01-03,2027-01-03,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,RepLoisFrankel,1077121945.0,reploisfrankel,,RepLoisFrankel
Richard,Hudson,H001067,rep,Republican,NC,2025-01-03,2027-01-03,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,RepRichHudson,935033864.0,,,RepRichHudson
Marc,Veasey,V000131,rep,Democrat,TX,2025-01-03,2027-01-03,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,RepVeasey,1074129612.0,repveasey,676925345.0,CongressmanMarcVeasey
Scott,Perry,P000605,rep,Republican,PA,2025-01-03,2027-01-03,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,RepScottPerry,18773159.0,repscottperry,519463466.0,repscottperry
Raul,Ruiz,R000599,rep,Democrat,CA,2025-01-03,2027-01-03,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,RepRaulRuizMD,1089859058.0,,,CongressmanRaulRuizMD
Kevin,Cramer,C001096,sen,Republican,ND,2025-01-03,2031-01-03,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,SenKevinCramer,1048784496.0,repkevincramer,,CongressmanKevinCramer
Ann,Wagner,W000812,rep,Republican,MO,2025-01-03,2027-01-03,,UCy2v2DXXvQnbRc8Zx77Dnsg,RepAnnWagner,1051446626.0,repannwagner,,RepAnnWagner
Elizabeth,Warren,W000817,sen,Democrat,MA,2025-01-03,2031-01-03,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,SenWarren,970207298.0,senwarren,,senatorelizabethwarren
Garland,Barr,B001282,rep,Republican,KY,2025-01-03,2027-01-03,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,RepAndyBarr,1089334250.0,RepAndyBarr,,RepAndyBarr
Ted,Cruz,C001098,sen,Republican,TX,2025-01-03,2031-01-03,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,SenTedCruz,1074480192.0,sentedcruz,,SenatorTedCruz
Danny,Davis,D000096,rep,Democrat,IL,2025-01-03,2027-01-03,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,RepDannyDavis,789244177.0,,,CongressmanDKDavis
Sam,Graves,G000546,rep,Republican,MO,2025-01-03,2027-01-03,,UCdg2ybvoHsSW6t7iJnKHlNg,RepSamGraves,29766367.0,repsamgraves,,118514606128
Tammy,Baldwin,B001230,sen,Democrat,WI,2025-01-03,2031-01-03,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,SenatorBaldwin,1074518754.0,senatorbaldwin,,senatortammybaldwin
Roger,Williams,W000816,rep,Republican,TX,2025-01-03,2027-01-03,,UCBtfmMMQarjtLB9U_pWMOhw,RepRWilliams,1077446982.0,,,RepRogerWilliams
Tammy,Duckworth,D000622,sen,Democrat,IL,2023-01-03,2029-01-03,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,SenDuckworth,1058520120.0,SenDuckworth,1387939090.0,SenDuckworth
Deb,Fischer,F000463,sen,Republican,NE,2025-01-03,2031-01-03,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,SenatorFischer,1071402577.0,senatorfischer,,senatordebfischer
Jared,Huffman,H001068,rep,Democrat,CA,2025-01-03,2027-01-03,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,RepHuffman,1071102246.0,rephuffman,,RepHuffman
Andy,Harris,H001052,rep,Republican,MD,2025-01-03,2027-01-03,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,RepAndyHarrisMD,960962340.0,,,AndyHarrisMD
Scott,Peters,P000608,rep,Democrat,CA,2025-01-03,2027-01-03,,UCQK77QJxW7Xr-S3zqeMd-0g,RepScottPeters,1135486501.0,repscottpeters,,RepScottPeters
Joaquin,Castro,C001091,rep,Democrat,TX,2025-01-03,2027-01-03,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,JoaquinCastrotx,231510077.0,joaquincastrotx,378492005.0,326420614138023
Bill,Cassidy,C001075,sen,Republican,LA,2021-01-03,2027-01-03,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,SenBillCassidy,1.0175001853568532e+18,senbillcassidy,,SenBillCassidy
Brett,Guthrie,G000558,rep,Republican,KY,2025-01-03,2027-01-03,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,RepGuthrie,1908143071.0,repguthrie,,CongressmanGuthrie
Doug,LaMalfa,L000578,rep,Republican,CA,2025-01-03,2027-01-03,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,RepLaMalfa,1069124515.0,repdouglamalfa,,RepLaMalfa
Kathy,Castor,C001066,rep,Democrat,FL,2025-01-03,2027-01-03,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,USRepKCastor,1880674038.0,usrepkathycastor,,USRepKathyCastor
Amy,Klobuchar,K000367,sen,Democrat,MN,2025-01-03,2031-01-03,senatorklobuchar,UCvdeJsDsV51tFb_hVqvtYGA,SenAmyKlobuchar,22044727.0,,,
Mark,Pocan,P000607,rep,Democrat,WI,2025-01-03,2027-01-03,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,RepMarkPocan,1206227149.0,repmarkpocan,1422301608.0,repmarkpocan
Juan,Vargas,V000130,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,RepJuanVargas,1260172386.0,repjuanvargas,,RepJuanVargas
Timothy,Kaine,K000384,sen,Democrat,VA,2025-01-03,2031-01-03,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,,,sentimkaine,,SenatorKaine
